Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
1240433001-1mg-mall,Small shoulder bag,,,Bags,,"Bags, men, 1MG Mall",TRUE,Size,001,,,,,,,shopify,5000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/87/ee/87eea28283d0c6582cbdb47b1397d90a1a11ad3d.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240433001-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5d/11/5d119afd0ca3d9e88b3a3518dfab933dc1dcdeba.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240433001-mantri-mall,Small shoulder bag,,,Bags,,"Bags, men, Mantri Mall",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/87/ee/87eea28283d0c6582cbdb47b1397d90a1a11ad3d.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240433001-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5d/11/5d119afd0ca3d9e88b3a3518dfab933dc1dcdeba.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240433001-vega-city,Small shoulder bag,,,Bags,,"Bags, men, Vega City",TRUE,Size,001,,,,,,,shopify,2000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/87/ee/87eea28283d0c6582cbdb47b1397d90a1a11ad3d.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240433001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5d/11/5d119afd0ca3d9e88b3a3518dfab933dc1dcdeba.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240433001-prestige-falcon-city,Small shoulder bag,,,Bags,,"Bags, men, Prestige Falcon city",TRUE,Size,001,,,,,,,shopify,5000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/87/ee/87eea28283d0c6582cbdb47b1397d90a1a11ad3d.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240433001-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5d/11/5d119afd0ca3d9e88b3a3518dfab933dc1dcdeba.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240432001-1mg-mall,Shoulder bag,,,Bags,,"Bags, men, 1MG Mall",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/3c/4b/3c4b98e959c399bc19e3b3b477a1119a6d93c684.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240432001-mantri-mall,Shoulder bag,,,Bags,,"Bags, men, Mantri Mall",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/3c/4b/3c4b98e959c399bc19e3b3b477a1119a6d93c684.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240432001-vega-city,Shoulder bag,,,Bags,,"Bags, men, Vega City",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/3c/4b/3c4b98e959c399bc19e3b3b477a1119a6d93c684.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240432001-prestige-falcon-city,Shoulder bag,,,Bags,,"Bags, men, Prestige Falcon city",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/3c/4b/3c4b98e959c399bc19e3b3b477a1119a6d93c684.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240430001-vega-city,Shopper,,,Bags,,"Bags, men, Vega City",TRUE,Size,001,,,,,,,shopify,4000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/b1/f5/b1f5210985646663e2b8025b298afbbfd7594045.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240430001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/a4/61/a461100ab99cb4ff494882cd35b4d4859f63a453.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240430001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/d7/da/d7daa9e3dd81eecaca001395741c3e751db3bf3e.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1240430001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5b/0f/5b0f10d24409b495973147bc20d96cc939983a1f.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1240430001-prestige-falcon-city,Shopper,,,Bags,,"Bags, men, Prestige Falcon city",TRUE,Size,001,,,,,,,shopify,3000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/b1/f5/b1f5210985646663e2b8025b298afbbfd7594045.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240430001-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/a4/61/a461100ab99cb4ff494882cd35b4d4859f63a453.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240430001-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/d7/da/d7daa9e3dd81eecaca001395741c3e751db3bf3e.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1240430001-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/5b/0f/5b0f10d24409b495973147bc20d96cc939983a1f.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1240430002-1mg-mall,Shopper,,,Bags,,"Bags, men, 1MG Mall",TRUE,Size,001,,,,,,,shopify,4000.0,deny,manual,2299.00,,,,,https://image.hm.com/assets/hm/90/36/903606ccba0e8d4cab8bdfd50a6dbccdd6cb1d6c.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1240430002-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/a0/a0/a0a0b073275e61954c62ea0e4f2717415a5ea980.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1240430002-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/9a/87/9a87bb4aaf841a8bc4d57366290b436bb40d74b8.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1240430002-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/aa/df/aadf351138b29890cafb3666977bef6e7df212de.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-1mg-mall,Loose Fit Sweatshirt,,,Basics,,"Basics, men, 1MG Mall",TRUE,Size,011,,,,,,,shopify,2000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/04/20/042014199194cf3f41f0ea2bcdc3456d6731a4a1.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818046-1mg-mall,,,,,,,,Size,012,,,,,,,shopify,1000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/6c/3d/6c3dd4381ed49f80354b50eedd8306a876798859.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/a5/84/a584fdc062254f6e45fc5c7aa9b23bc68494079b.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/b3/17/b317cd905fec5413b65e6ac73a0c7e527543e418.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/1d/71/1d710eb4b6d365173abdfdfe7c8c38463e12ac8a.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/7f/a1/7fa19f5b8ebf8d97bf2905873de2e9c43d11dc6c.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-vega-city,Loose Fit Sweatshirt,,,Basics,,"Basics, men, Vega City",TRUE,Size,010,,,,,,,shopify,2000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/04/20/042014199194cf3f41f0ea2bcdc3456d6731a4a1.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818046-vega-city,,,,,,,,Size,011,,,,,,,shopify,3000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/6c/3d/6c3dd4381ed49f80354b50eedd8306a876798859.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-vega-city,,,,,,,,Size,012,,,,,,,shopify,3000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/a5/84/a584fdc062254f6e45fc5c7aa9b23bc68494079b.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-vega-city,,,,,,,,Size,013,,,,,,,shopify,3000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/b3/17/b317cd905fec5413b65e6ac73a0c7e527543e418.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-vega-city,,,,,,,,Size,014,,,,,,,shopify,3000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/1d/71/1d710eb4b6d365173abdfdfe7c8c38463e12ac8a.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/7f/a1/7fa19f5b8ebf8d97bf2905873de2e9c43d11dc6c.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-prestige-falcon-city,Loose Fit Sweatshirt,,,Basics,,"Basics, men, Prestige Falcon city",TRUE,Size,011,,,,,,,shopify,1000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/04/20/042014199194cf3f41f0ea2bcdc3456d6731a4a1.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818046-prestige-falcon-city,,,,,,,,Size,012,,,,,,,shopify,2000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/6c/3d/6c3dd4381ed49f80354b50eedd8306a876798859.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-prestige-falcon-city,,,,,,,,Size,013,,,,,,,shopify,1000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/a5/84/a584fdc062254f6e45fc5c7aa9b23bc68494079b.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-prestige-falcon-city,,,,,,,,Size,014,,,,,,,shopify,1000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/b3/17/b317cd905fec5413b65e6ac73a0c7e527543e418.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/1d/71/1d710eb4b6d365173abdfdfe7c8c38463e12ac8a.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
0970818046-prestige-falcon-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/7f/a1/7fa19f5b8ebf8d97bf2905873de2e9c43d11dc6c.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-1mg-mall,THERMOLITE® Loose Fit Zip-top sweatshirt,,,Basics,,"Basics, men, 1MG Mall",TRUE,Size,011,,,,,,,shopify,2000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/b1/39/b1395111c7bfe1fbb613e21399f794e4681c8f1f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1116078004-1mg-mall,,,,,,,,Size,012,,,,,,,shopify,1000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/ed/ff/edffa47b9080c9fbc0d3f30ec19966b9c284e528.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/85/fe/85fedf78fd89eee57a98c9e63c8ba07600d5dbd2.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/0e/41/0e419aaa036acff837ec3b90f03fb2f16b3df82f.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/3f/36/3f364b795e4b587a63ef3da5d9375a8341e0fc3e.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/8c/9a/8c9a789494e28ecb7de6ca0a8b84882a3caf07cb.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-mantri-mall,THERMOLITE® Loose Fit Zip-top sweatshirt,,,Basics,,"Basics, men, Mantri Mall",TRUE,Size,011,,,,,,,shopify,2000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/b1/39/b1395111c7bfe1fbb613e21399f794e4681c8f1f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1116078004-mantri-mall,,,,,,,,Size,012,,,,,,,shopify,1000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/ed/ff/edffa47b9080c9fbc0d3f30ec19966b9c284e528.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/85/fe/85fedf78fd89eee57a98c9e63c8ba07600d5dbd2.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/0e/41/0e419aaa036acff837ec3b90f03fb2f16b3df82f.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/3f/36/3f364b795e4b587a63ef3da5d9375a8341e0fc3e.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/8c/9a/8c9a789494e28ecb7de6ca0a8b84882a3caf07cb.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-vega-city,THERMOLITE® Loose Fit Zip-top sweatshirt,,,Basics,,"Basics, men, Vega City",TRUE,Size,011,,,,,,,shopify,1000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/b1/39/b1395111c7bfe1fbb613e21399f794e4681c8f1f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1116078004-vega-city,,,,,,,,Size,013,,,,,,,shopify,1000.0,deny,manual,1999.00,,,,,https://image.hm.com/assets/hm/ed/ff/edffa47b9080c9fbc0d3f30ec19966b9c284e528.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/85/fe/85fedf78fd89eee57a98c9e63c8ba07600d5dbd2.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/0e/41/0e419aaa036acff837ec3b90f03fb2f16b3df82f.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/3f/36/3f364b795e4b587a63ef3da5d9375a8341e0fc3e.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1116078004-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/8c/9a/8c9a789494e28ecb7de6ca0a8b84882a3caf07cb.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-1mg-mall,Loose Fit Zip-through hoodie,,,Basics,,"Basics, men, 1MG Mall",TRUE,Size,010,,,,,,,shopify,5000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/85/44/85448075f2777ef3743c8453cd6e6cca413ca95f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1011890001-1mg-mall,,,,,,,,Size,011,,,,,,,shopify,4000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/0a/11/0a11415d425a0f392d6fec669790b7181e53d24f.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-1mg-mall,,,,,,,,Size,012,,,,,,,shopify,3000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/3e/4d/3e4d8968adef369ec2170ec688e192dfcad4e9cf.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-1mg-mall,,,,,,,,Size,013,,,,,,,shopify,1000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/e2/9a/e29aac1eeebe75e90f36a9d26f71db35ef2962fa.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-1mg-mall,,,,,,,,Size,014,,,,,,,shopify,1000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/ee/1e/ee1e1caa61535bf2f37d29eecc101d3484ae28a3.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-1mg-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/6a/51/6a51803f2f2fc6746c6920fd8c34abda206efcef.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-mantri-mall,Loose Fit Zip-through hoodie,,,Basics,,"Basics, men, Mantri Mall",TRUE,Size,010,,,,,,,shopify,5000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/85/44/85448075f2777ef3743c8453cd6e6cca413ca95f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1011890001-mantri-mall,,,,,,,,Size,011,,,,,,,shopify,5000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/0a/11/0a11415d425a0f392d6fec669790b7181e53d24f.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-mantri-mall,,,,,,,,Size,012,,,,,,,shopify,1000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/3e/4d/3e4d8968adef369ec2170ec688e192dfcad4e9cf.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-mantri-mall,,,,,,,,Size,013,,,,,,,shopify,2000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/e2/9a/e29aac1eeebe75e90f36a9d26f71db35ef2962fa.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-mantri-mall,,,,,,,,Size,014,,,,,,,shopify,4000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/ee/1e/ee1e1caa61535bf2f37d29eecc101d3484ae28a3.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-mantri-mall,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/6a/51/6a51803f2f2fc6746c6920fd8c34abda206efcef.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-vega-city,Loose Fit Zip-through hoodie,,,Basics,,"Basics, men, Vega City",TRUE,Size,010,,,,,,,shopify,1000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/85/44/85448075f2777ef3743c8453cd6e6cca413ca95f.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
1011890001-vega-city,,,,,,,,Size,011,,,,,,,shopify,8000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/0a/11/0a11415d425a0f392d6fec669790b7181e53d24f.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-vega-city,,,,,,,,Size,013,,,,,,,shopify,2000.0,deny,manual,1499.00,,,,,https://image.hm.com/assets/hm/3e/4d/3e4d8968adef369ec2170ec688e192dfcad4e9cf.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/e2/9a/e29aac1eeebe75e90f36a9d26f71db35ef2962fa.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/ee/1e/ee1e1caa61535bf2f37d29eecc101d3484ae28a3.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
1011890001-vega-city,,,,,,,,,,,,,,,,,,,,,,,,,https://image.hm.com/assets/hm/6a/51/6a51803f2f2fc6746c6920fd8c34abda206efcef.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-1mg-mall,Loose Fit Sweatshirt,,,Basics,,"Basics, men, 1MG Mall",TRUE,Size,010,,,,,,,shopify,5000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/30/3b/303b85d60eb5e0836e0f2756ff207fc0b59c0c41.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818065-1mg-mall,,,,,,,,Size,011,,,,,,,shopify,2000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/ca/b0/cab0d0561fc4f75d2022bbfba0a67d0490912a1c.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-1mg-mall,,,,,,,,Size,012,,,,,,,shopify,13000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-1mg-mall,,,,,,,,Size,013,,,,,,,shopify,1000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-1mg-mall,,,,,,,,Size,014,,,,,,,shopify,2000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-mantri-mall,Loose Fit Sweatshirt,,,Basics,,"Basics, men, Mantri Mall",TRUE,Size,010,,,,,,,shopify,2000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/30/3b/303b85d60eb5e0836e0f2756ff207fc0b59c0c41.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818065-mantri-mall,,,,,,,,Size,011,,,,,,,shopify,3000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/ca/b0/cab0d0561fc4f75d2022bbfba0a67d0490912a1c.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-mantri-mall,,,,,,,,Size,012,,,,,,,shopify,4000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-mantri-mall,,,,,,,,Size,014,,,,,,,shopify,1000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-vega-city,Loose Fit Sweatshirt,,,Basics,,"Basics, men, Vega City",TRUE,Size,010,,,,,,,shopify,6000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/30/3b/303b85d60eb5e0836e0f2756ff207fc0b59c0c41.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970818065-vega-city,,,,,,,,Size,011,,,,,,,shopify,11000.0,deny,manual,679.00,,,,,https://image.hm.com/assets/hm/ca/b0/cab0d0561fc4f75d2022bbfba0a67d0490912a1c.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-vega-city,,,,,,,,Size,012,,,,,,,shopify,17000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-vega-city,,,,,,,,Size,013,,,,,,,shopify,5000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970818065-vega-city,,,,,,,,Size,014,,,,,,,shopify,4000.0,deny,manual,679.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970819091-vega-city,Loose Fit Hoodie,,,Basics,,"Basics, men, Vega City",TRUE,Size,010,,,,,,,shopify,2000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/40/22/4022f77fed1caf41ff006e55af3413cd7a272263.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
0970819091-vega-city,,,,,,,,Size,011,,,,,,,shopify,1000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/4a/5e/4a5eb766f63d01dd96cfafd129dab334a2ab1897.jpg?imwidth=1536,2,,,,,,,,,,,,,,,,,,,,,,,,
0970819091-vega-city,,,,,,,,Size,012,,,,,,,shopify,2000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/bd/0f/bd0f4806c052ce85cba5ebd70b13ba688bbaabbf.jpg?imwidth=1536,3,,,,,,,,,,,,,,,,,,,,,,,,
0970819091-vega-city,,,,,,,,Size,013,,,,,,,shopify,2000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/d8/14/d8146a7639561b0f9e8c14fccc02454fa13ae34e.jpg?imwidth=1536,4,,,,,,,,,,,,,,,,,,,,,,,,
0970819091-vega-city,,,,,,,,Size,014,,,,,,,shopify,2000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/98/bc/98bc7ff935bdb0dde6a32ac7e039f89c155b20b1.jpg?imwidth=1536,5,,,,,,,,,,,,,,,,,,,,,,,,
0970819091-vega-city,,,,,,,,Size,015,,,,,,,shopify,1000.0,deny,manual,1279.00,,,,,https://image.hm.com/assets/hm/38/dc/38dc82136785b0fafe44c4126efd68b5b0799137.jpg?imwidth=1536,6,,,,,,,,,,,,,,,,,,,,,,,,
0970818001-1mg-mall,Loose Fit Sweatshirt,,,Basics,,"Basics, men, 1MG Mall",TRUE,Size,010,,,,,,,shopify,4000.0,deny,manual,799.00,,,,,https://image.hm.com/assets/hm/ab/ff/abff3585fc5d57baf5d454d2be0ce931f836e5f2.jpg?imwidth=1536,1,,,,,,,,,,,,,,,,,,,,,,,,active
